# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 15 18:43:26 2026
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%false%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7418173,K03995.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.780632043,2.6800000e-07,-2.6800000e-07,132.1908350,2.910000e-04,-2.910000e-04,1.3060,1.9870,-0.0110,1.41090,0.01640,-0.01640,7.3650e+02,6.700e+00,-6.700e+00,79.67,4.144e+01,-5.065e+01,2714.0,,,12837.08,20950.69,-11328.78,141.00,1,q1_q17_dr25_tce,5354.00,177.00,-160.00,3.754,0.777,-0.333,2.1800,1.1340,-1.3860,281.575710,43.068111,13.331
3228804,K03996.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.730947169,1.9240000e-06,-1.9240000e-06,132.2219200,2.340000e-03,-2.340000e-03,1.1430,0.2090,-0.0940,4.39600,0.17600,-0.17600,2.4800e+02,6.400e+00,-6.400e+00,14.43,3.080e+00,-1.220e+00,1777.0,,,2349.48,1543.42,-607.86,49.10,1,q1_q17_dr25_tce,5514.00,166.00,-166.00,4.569,0.036,-0.144,0.8260,0.1760,-0.0700,289.761140,38.353519,15.010
11045383,K01645.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,41.166760970,1.5910000e-05,-1.5910000e-05,158.9177770,2.950000e-04,-2.950000e-04,1.0930,0.3050,-0.1200,2.21330,0.01670,-0.01670,5.3863e+03,3.620e+01,-3.620e+01,17.82,1.930e+00,-2.150e+00,446.0,,,9.35,3.55,-2.86,185.20,1,q1_q17_dr25_tce,5193.00,154.00,-138.00,4.503,0.093,-0.076,0.8050,0.0870,-0.0970,298.210940,48.559158,13.418
11391667,K01652.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.083736642,5.8000000e-08,-5.8000000e-08,134.1369208,4.160000e-05,-4.160000e-05,1.2650,0.0940,-0.0700,1.57912,0.00264,-0.00264,8.9308e+03,1.160e+01,-1.160e+01,237.84,2.583e+01,-9.682e+01,3641.0,,,41465.78,15423.50,-29479.90,954.20,1,q1_q17_dr25_tce,5591.00,156.00,-267.00,3.227,0.287,-0.103,5.6180,0.6100,-2.2870,285.302060,49.263451,12.923
11392017,K01653.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0,0,1,0,2.455703690,1.0220000e-05,-1.0220000e-05,133.0319500,3.220000e-03,-3.220000e-03,1.2050,5.6470,-0.1260,3.10000,0.17200,-0.17200,2.7380e+02,1.400e+01,-1.400e+01,55.95,3.330e+01,-4.072e+01,1891.0,,,3017.14,5535.44,-2814.93,23.50,1,q1_q17_dr25_tce,5148.00,141.00,-128.00,3.624,0.998,-0.333,2.3140,1.3770,-1.6840,285.535490,49.298439,13.390
3446451,K01735.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.642348750,5.9600000e-07,-5.9600000e-07,131.9106950,7.430000e-04,-7.430000e-04,0.6270,0.0930,-0.4520,1.36990,0.03010,-0.03010,1.0370e+02,2.000e+00,-2.000e+00,2.78,4.800e-01,-8.900e-01,3813.0,,,49846.45,25639.64,-29905.09,61.30,1,q1_q17_dr25_tce,7089.00,172.00,-246.00,3.842,0.259,-0.111,2.5840,0.4470,-0.8300,292.137450,38.599419,12.305
6603756,K01729.01,,FALSE POSITIVE,FALSE POSITIVE,0.9210,0,1,0,0,5.204286663,6.1360000e-06,-6.1360000e-06,135.8853140,9.690000e-04,-9.690000e-04,0.2720,0.1100,-0.1550,6.25980,0.06780,-0.06780,3.5221e+04,2.750e+02,-2.750e+02,16.00,2.560e+00,-2.110e+00,934.0,,,180.12,94.30,-60.46,153.00,1,q1_q17_dr25_tce,5332.00,167.00,-167.00,4.471,0.108,-0.120,0.8600,0.1380,-0.1130,291.091610,42.058479,15.424
8460600,K01730.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,6.352090869,5.4600000e-07,-5.4600000e-07,134.2069907,7.110000e-05,-7.110000e-05,0.2230,0.0690,-0.0160,3.88771,0.00403,-0.00403,7.5142e+04,6.990e+01,-6.990e+01,18.90,1.990e+00,-1.820e+00,772.0,,,83.66,31.50,-22.50,1343.20,1,q1_q17_dr25_tce,5089.00,154.00,-138.00,4.580,0.072,-0.048,0.6930,0.0730,-0.0670,300.774780,44.487751,14.933
12121470,K02142.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.877350712,7.3970000e-06,-7.3970000e-06,132.2659100,2.740000e-03,-2.740000e-03,0.2970,0.1790,-0.2970,1.74780,0.08080,-0.08080,1.8560e+02,9.600e+00,-9.600e+00,1.46,4.900e-01,-1.600e-01,1650.0,,,1755.20,1686.64,-535.43,23.10,1,q1_q17_dr25_tce,6382.00,170.00,-207.00,4.432,0.054,-0.216,1.0590,0.3480,-0.1160,296.805240,50.611061,14.688
3327993,K02157.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.115523480,1.5360000e-05,-1.5360000e-05,134.0996100,5.760000e-03,-5.760000e-03,1.1870,0.9200,-0.1900,6.71200,0.33900,-0.33900,3.5920e+02,1.550e+01,-1.550e+01,21.43,6.790e+00,-2.120e+00,1398.0,,,900.64,855.10,-260.36,28.90,1,q1_q17_dr25_tce,5900.00,176.00,-193.00,4.509,0.037,-0.213,0.9510,0.3010,-0.0940,287.180050,38.414131,15.897
5467124,K02161.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.845739620,1.1490000e-05,-1.1490000e-05,134.2757800,3.390000e-03,-3.390000e-03,0.6560,0.5820,-0.6560,7.28000,1.60000,-1.60000,2.1170e+02,1.320e+01,-1.320e+01,3.63,5.100e-01,-1.100e+00,1829.0,,,2645.94,999.90,-1433.10,83.90,1,q1_q17_dr25_tce,5557.00,83.00,-83.00,3.792,0.217,-0.087,2.3720,0.3310,-0.7170,296.677610,40.653690,13.591
7906739,K02165.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,7.014761150,4.2200000e-05,-4.2200000e-05,136.8834500,4.380000e-03,-4.380000e-03,0.6870,0.2550,-0.4570,3.94500,0.20100,-0.20100,1.2210e+02,5.500e+00,-5.500e+00,1.02,2.700e-01,-1.100e-01,928.0,,,175.85,134.48,-51.37,27.50,1,q1_q17_dr25_tce,5912.00,159.00,-159.00,4.501,0.075,-0.175,0.8700,0.2260,-0.0970,296.801700,43.654259,13.601
2860114,K02170.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.941603153,9.2500000e-07,-9.2500000e-07,132.9761710,8.140000e-04,-8.140000e-04,0.9300,0.0030,-0.6570,1.18860,0.02840,-0.02840,4.6210e+02,1.190e+01,-1.190e+01,2.29,3.500e-01,-2.900e-01,1608.0,,,1575.78,788.16,-509.55,46.20,1,q1_q17_dr25_tce,5237.00,158.00,-158.00,4.481,0.096,-0.120,0.8370,0.1290,-0.1050,293.065980,38.042011,14.834
8501062,K02176.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,24.402133730,,,149.4743100,,,,,,12.57000,,,,,,,,,,,,,,,,,,,,,,,,,,,294.068790,44.574772,13.424
7199644,K07821.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,1.133573040,1.3450000e-05,-1.3450000e-05,131.8204000,1.160000e-02,-1.160000e-02,0.7390,0.2260,-0.5080,2.84900,0.24700,-0.24700,3.3100e+01,3.200e+00,-3.200e+00,0.59,1.700e-01,-7.000e-02,1836.0,,,2688.01,2186.36,-861.64,12.00,1,q1_q17_dr25_tce,6147.00,166.00,-203.00,4.449,0.081,-0.189,0.9540,0.2640,-0.1130,291.570500,42.737720,14.207
11966253,K02772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.643468999,1.5350000e-06,-1.5350000e-06,131.8386800,2.000000e-03,-2.000000e-03,0.2660,0.1920,-0.2660,1.11080,0.06970,-0.06970,1.0800e+02,6.500e+00,-6.500e+00,0.88,2.000e-01,-1.400e-01,2001.0,,,3772.66,2504.44,-1373.89,19.60,1,q1_q17_dr25_tce,5670.00,170.00,-153.00,4.452,0.139,-0.170,0.8430,0.1820,-0.1330,293.319520,50.364262,14.658
10275805,K02782.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,112.645961000,1.0260000e-03,-1.0260000e-03,182.9982400,8.740000e-03,-8.740000e-03,1.2770,6.8980,-0.3540,7.03700,0.35500,-0.35500,1.9579e+03,9.870e+01,-9.870e+01,35.36,1.102e+01,-3.430e+00,377.0,,,4.76,4.50,-1.43,23.30,1,q1_q17_dr25_tce,5895.00,182.00,-223.00,4.489,0.039,-0.221,0.9910,0.3090,-0.0960,292.556120,47.329079,15.701
5709889,K02783.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,0,0,1,0,0.526887517,1.1460000e-06,-1.1460000e-06,131.8656100,1.830000e-03,-1.830000e-03,0.2920,0.1540,-0.2920,0.89710,0.07480,-0.07480,1.1990e+02,8.400e+00,-8.400e+00,0.58,3.000e-02,-5.000e-02,1238.0,,,550.37,105.55,-121.16,20.60,1,q1_q17_dr25_tce,3945.00,70.00,-78.00,4.721,0.045,-0.021,0.5190,0.0280,-0.0420,293.170960,40.995590,14.694
3119256,K02784.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,4.142447480,3.1160000e-05,-3.1160000e-05,132.9070000,6.760000e-03,-6.760000e-03,0.3860,0.0730,-0.3860,2.20300,0.19200,-0.19200,6.9900e+01,6.600e+00,-6.600e+00,1.82,3.100e-01,-6.700e-01,1907.0,,,3128.33,1627.11,-2031.53,12.30,1,q1_q17_dr25_tce,6785.00,183.00,-224.00,3.830,0.338,-0.113,2.1240,0.3590,-0.7790,292.050140,38.261002,11.056
9943435,K02788.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.777663575,1.5410000e-06,-1.5410000e-06,131.5253700,1.590000e-03,-1.590000e-03,0.2040,0.2480,-0.2040,1.17410,0.05180,-0.05180,1.3430e+02,5.800e+00,-5.800e+00,0.95,2.400e-01,-9.000e-02,1816.0,,,2553.18,1961.51,-646.43,28.10,1,q1_q17_dr25_tce,5769.00,155.00,-155.00,4.570,0.033,-0.187,0.8120,0.2120,-0.0710,288.031520,46.827549,14.397
2442359,K03997.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.552834211,8.0800000e-07,-8.0800000e-07,131.7546800,1.290000e-03,-1.290000e-03,1.0450,0.9410,-0.0780,1.28870,0.07670,-0.07670,1.4570e+02,6.300e+00,-6.300e+00,18.09,6.810e+00,-1.265e+01,3107.0,,,21895.36,25367.89,-20143.84,30.00,1,q1_q17_dr25_tce,5132.00,170.00,-154.00,3.675,0.848,-0.283,2.6480,0.9970,-1.8520,291.223180,37.781551,13.931
7707742,K03998.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.758354475,1.0100000e-07,-1.0100000e-07,132.6239840,1.400000e-04,-1.400000e-04,0.2790,0.0040,-0.0040,4.56811,0.00554,-0.00554,5.8178e+05,4.890e+02,-4.890e+02,149.44,4.401e+01,-4.002e+01,3123.0,,,22401.95,19531.92,-12370.48,1560.50,1,q1_q17_dr25_tce,7131.00,200.00,-314.00,4.084,0.180,-0.180,1.8300,0.5390,-0.4900,298.899540,43.395641,16.975
2010191,K03999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,3.435251240,4.8640000e-05,-4.8640000e-05,132.6333000,1.170000e-02,-1.170000e-02,1.1210,9.1790,-0.0550,4.50900,0.61200,-0.61200,1.5220e+02,1.920e+01,-1.920e+01,25.43,3.900e+00,-5.840e+00,1579.0,,,1468.73,592.34,-643.17,6.30,1,q1_q17_dr25_tce,5854.00,79.00,-79.00,4.014,0.202,-0.081,1.7420,0.2670,-0.4000,290.387210,37.478180,14.603
5471675,K04000.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.962828092,5.4390000e-06,-5.4390000e-06,132.2069700,5.100000e-03,-5.100000e-03,1.1010,0.2220,-0.1120,4.41100,0.26600,-0.26600,6.3000e+01,3.300e+00,-3.300e+00,40.82,4.000e+00,-1.598e+01,3553.0,,,37544.87,13440.69,-25251.66,22.70,1,q1_q17_dr25_tce,6552.00,198.00,-198.00,3.594,0.340,-0.060,3.4400,0.3370,-1.3470,297.720370,40.650200,13.306
8845574,K01734.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.878156188,3.4120000e-06,-3.4120000e-06,136.2716000,1.420000e-03,-1.420000e-03,0.9590,0.0130,-0.6850,2.05800,0.18100,-0.18100,7.8750e+02,2.350e+01,-2.350e+01,2.51,2.400e-01,-2.200e-01,1141.0,,,400.37,141.41,-105.30,38.40,1,q1_q17_dr25_tce,5075.00,151.00,-151.00,4.598,0.072,-0.044,0.6700,0.0650,-0.0590,300.311070,45.024940,15.750
2021440,K01987.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,7.811539990,3.3050000e-05,-3.3050000e-05,136.3310100,3.390000e-03,-3.390000e-03,1.2710,14.3300,-0.1720,5.98400,0.16500,-0.16500,9.1280e+02,2.550e+01,-2.550e+01,23.56,3.220e+00,-1.890e+00,718.0,,,62.96,28.48,-15.76,41.30,1,q1_q17_dr25_tce,5150.00,153.00,-153.00,4.628,0.033,-0.077,0.7100,0.0970,-0.0570,292.968440,37.488689,15.611
3122985,K01949.01,,FALSE POSITIVE,FALSE POSITIVE,0.3490,0,1,0,0,0.993488979,4.2400000e-07,-4.2400000e-07,131.6073540,3.520000e-04,-3.520000e-04,0.8300,0.0600,-0.0100,1.96940,0.03370,-0.03370,2.4327e+04,2.700e+02,-2.700e+02,17.90,6.080e+00,-4.060e+00,1914.0,,,3172.24,3234.27,-1491.39,145.80,1,q1_q17_dr25_tce,5811.00,174.00,-174.00,4.328,0.230,-0.230,0.9980,0.3390,-0.2260,292.918910,38.206692,14.701
3248019,K01759.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.334104585,9.8000000e-08,-9.8000000e-08,132.3674913,6.380000e-05,-6.380000e-05,0.9860,0.1790,-0.0140,3.14624,0.00279,-0.00279,6.1691e+04,2.610e+01,-2.610e+01,44.90,1.405e+01,-7.010e+00,1880.0,,,2954.64,2808.30,-1154.51,1334.60,1,q1_q17_dr25_tce,6319.00,198.00,-242.00,4.373,0.105,-0.195,1.0830,0.3390,-0.1690,294.596830,38.370140,15.387
3328026,K01994.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.115498574,7.3450000e-06,-7.3450000e-06,134.1125900,2.980000e-03,-2.980000e-03,1.2150,0.7160,-0.1270,6.73800,0.14900,-0.14900,4.4420e+02,9.200e+00,-9.200e+00,25.84,8.320e+00,-2.760e+00,1432.0,,,995.26,934.96,-299.21,45.40,1,q1_q17_dr25_tce,5917.00,156.00,-191.00,4.475,0.054,-0.216,1.0000,0.3220,-0.1070,287.189610,38.431660,15.147
7116024,K07812.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,3.400766820,9.2860000e-05,-9.2860000e-05,131.8405000,3.070000e-02,-3.070000e-02,0.2560,0.2040,-0.2560,4.70000,1.70000,-1.70000,2.1100e+01,3.300e+00,-3.300e+00,0.69,2.000e-01,-2.000e-01,1540.0,,,1328.50,1125.22,-740.72,7.40,1,q1_q17_dr25_tce,6134.00,165.00,-202.00,4.142,0.246,-0.164,1.4960,0.4320,-0.4320,291.243130,42.630169,12.060
2014991,K02178.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,6.496768810,5.7950000e-05,-5.7950000e-05,132.1743900,7.340000e-03,-7.340000e-03,0.6430,0.3420,-0.4370,2.52700,0.24200,-0.24200,1.3500e+02,1.580e+01,-1.580e+01,3.74,5.800e-01,-1.370e+00,1761.0,,,2273.36,1112.37,-1453.59,10.60,1,q1_q17_dr25_tce,6418.00,175.00,-175.00,3.658,0.304,-0.076,3.0490,0.4770,-1.1140,291.549350,37.403580,12.396
12885212,K02184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,2.057499811,8.5670000e-06,-8.5670000e-06,133.3131800,3.420000e-03,-3.420000e-03,0.0040,0.4170,-0.0040,2.56900,0.10900,-0.10900,3.2560e+02,1.580e+01,-1.580e+01,1.27,4.000e-02,-7.000e-02,1037.0,,,273.84,34.60,-47.85,23.60,1,q1_q17_dr25_tce,4620.00,73.00,-82.00,4.564,0.052,-0.014,0.7360,0.0210,-0.0430,290.175020,52.220341,15.504
5894073,K02187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,10.585675800,2.6600000e-04,-2.6600000e-04,136.9685000,2.430000e-02,-2.430000e-02,0.4740,0.4820,-0.2770,4.91100,0.81000,-0.81000,1.7870e+02,2.840e+01,-2.840e+01,1.49,5.400e-01,-1.300e-01,912.0,,,163.41,167.94,-45.64,8.10,1,q1_q17_dr25_tce,6246.00,152.00,-217.00,4.433,0.056,-0.238,1.0920,0.3900,-0.0970,296.647550,41.177021,13.748
10518424,K02188.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.696336210,1.6910000e-05,-1.6910000e-05,132.9953800,5.630000e-03,-5.630000e-03,1.1410,2.8900,-0.1210,5.23800,0.25600,-0.25600,2.3860e+02,1.090e+01,-1.090e+01,15.78,4.900e+00,-1.640e+00,1334.0,,,749.66,682.77,-223.25,26.50,1,q1_q17_dr25_tce,6106.00,164.00,-201.00,4.496,0.054,-0.216,0.9230,0.2870,-0.0960,283.753850,47.796951,15.319
4245933,K02190.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,11.258074500,1.4470000e-04,-1.4470000e-04,140.7940000,1.100000e-02,-1.100000e-02,0.9550,0.0040,-0.0050,23.51600,0.58800,-0.58800,7.1330e+02,1.620e+01,-1.620e+01,2.14,2.300e-01,-1.600e-01,497.0,,,14.44,5.21,-3.67,55.40,1,q1_q17_dr25_tce,4257.00,115.00,-140.00,4.691,0.032,-0.052,0.5860,0.0620,-0.0450,286.401980,39.338799,15.830
7199724,K07822.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.566795586,6.0770000e-06,-6.0770000e-06,131.8324500,9.080000e-03,-9.080000e-03,0.6860,0.2740,-0.4480,4.12400,0.33100,-0.33100,3.9400e+01,3.100e+00,-3.100e+00,0.66,2.000e-01,-7.000e-02,2296.0,,,6597.10,5685.47,-1968.54,19.60,1,q1_q17_dr25_tce,6108.00,162.00,-198.00,4.471,0.062,-0.200,0.9970,0.2940,-0.1050,291.593570,42.719299,14.549
12935144,K02847.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.099291188,4.3420000e-06,-4.3420000e-06,131.5024200,3.140000e-03,-3.140000e-03,0.0770,0.3820,-0.0770,1.76500,0.12300,-0.12300,2.8260e+02,1.750e+01,-1.750e+01,1.37,9.000e-02,-1.400e-01,1414.0,,,947.02,277.44,-266.61,19.80,1,q1_q17_dr25_tce,4878.00,159.00,-145.00,4.500,0.077,-0.049,0.8430,0.0560,-0.0840,290.233000,52.336010,15.496
6185496,K02858.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.474628890,7.3600000e-07,-7.3600000e-07,131.5423700,1.360000e-03,-1.360000e-03,0.3770,0.0800,-0.3770,1.01940,0.05540,-0.05540,3.3130e+02,1.390e+01,-1.390e+01,1.43,1.000e-01,-1.400e-01,1840.0,,,2691.55,779.02,-749.28,31.20,1,q1_q17_dr25_tce,4904.00,145.00,-145.00,4.527,0.072,-0.048,0.7860,0.0560,-0.0770,284.362030,41.577549,15.692
12170648,K02875.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.299697755,1.9100000e-07,-1.9100000e-07,132.0171210,5.280000e-04,-5.280000e-04,0.9640,0.0370,-0.7000,0.84730,0.04230,-0.04230,3.4690e+02,9.200e+00,-9.200e+00,2.03,2.400e-01,-1.900e-01,2246.0,,,6005.79,2390.41,-1642.70,53.60,1,q1_q17_dr25_tce,5180.00,154.00,-154.00,4.547,0.058,-0.071,0.7820,0.0900,-0.0740,296.963810,50.745380,14.828
7282168,K07831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.566817270,8.6450000e-06,-8.6450000e-06,131.7715000,1.140000e-02,-1.140000e-02,0.0420,0.4260,-0.0420,1.77900,0.29400,-0.29400,3.5900e+01,5.100e+00,-5.100e+00,0.42,8.000e-02,-3.000e-02,1832.0,,,2676.11,1519.14,-575.96,9.10,1,q1_q17_dr25_tce,5481.00,163.00,-146.00,4.629,0.035,-0.112,0.7080,0.1280,-0.0460,291.830510,42.867729,14.916
9851943,K04001.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.081935491,5.3710000e-06,-5.3710000e-06,131.5287400,3.690000e-03,-3.690000e-03,0.0000,0.4400,0.0000,5.13600,0.12900,-0.12900,2.0290e+02,7.500e+00,-7.500e+00,0.99,9.000e-02,-9.000e-02,1364.0,,,819.14,268.79,-219.12,33.90,1,q1_q17_dr25_tce,4938.00,148.00,-133.00,4.569,0.065,-0.040,0.7180,0.0620,-0.0690,299.040440,46.670368,15.254
2708420,K04003.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891298810,2.3440000e-05,-2.3440000e-05,132.6639000,1.250000e-02,-1.250000e-02,0.6990,0.2500,-0.4600,5.29400,0.19500,-0.19500,8.2000e+01,3.300e+00,-3.300e+00,0.86,1.200e-01,-5.000e-02,1414.0,,,944.68,337.60,-153.49,29.80,1,q1_q17_dr25_tce,5806.00,78.00,-86.00,4.507,0.040,-0.120,0.8930,0.1200,-0.0510,290.351530,37.948570,13.911
3654950,K01766.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.067371428,6.6800000e-07,-6.6800000e-07,134.3160220,1.500000e-04,-1.500000e-04,1.5100,0.0950,-0.2400,5.89620,0.01320,-0.01320,6.3447e+04,7.800e+01,-7.800e+01,68.81,8.710e+00,-7.890e+00,978.0,,,215.71,95.92,-65.85,1094.60,1,q1_q17_dr25_tce,5385.00,177.00,-160.00,4.532,0.108,-0.081,0.7500,0.0950,-0.0860,293.832890,38.736340,15.858
3836453,K01903.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.540395781,2.4530000e-06,-2.4530000e-06,131.9963100,1.450000e-03,-1.450000e-03,0.0620,0.3740,-0.0620,1.63050,0.03330,-0.03330,1.7340e+02,4.100e+00,-4.100e+00,0.94,6.000e-02,-4.000e-02,1211.0,,,510.22,110.12,-80.88,46.60,1,q1_q17_dr25_tce,4955.00,99.00,,4.592,0.024,-0.042,0.7350,0.0440,-0.0330,286.952360,38.918331,12.057
3952651,K01912.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,32.904573300,1.8900000e-04,-1.8900000e-04,141.2932500,5.100000e-03,-5.100000e-03,1.2320,75.3800,-3.6370,4.40200,0.26700,-0.26700,6.6230e+02,3.910e+01,-3.910e+01,28.34,0.000e+00,0.000e+00,568.0,,,24.63,0.00,0.00,19.70,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,291.043910,39.023685,13.960
